Rk,Player,Nation,Pos,Primary_Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90
269,Jean-Ricner Bellegarde,ht HAI,MFFW,MF,Wolves,eng Premier League,27,1998,26,15,1248,13.9,1,1,2,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14
270,Héctor Bellerín,es ESP,DF,DF,Real Betis,es La Liga,30,1995,27,20,1822,20.2,2,3,5,2,0,0,2,0,0.1,0.15,0.25,0.1,0.25
271,Jobe Bellingham,eng ENG,MF,MF,Dortmund,de Bundesliga,19,2005,32,20,1786,19.8,0,1,1,0,0,0,2,1,0,0.05,0.05,0,0.05
272,Jude Bellingham,eng ENG,MF,MF,Real Madrid,es La Liga,22,2003,28,22,1916,21.3,6,4,10,6,0,0,3,0,0.28,0.19,0.47,0.28,0.47
273,Jeanuël Belocian,fr FRA,DF,DF,Wolfsburg,de Bundesliga,20,2005,14,14,1254,13.9,0,1,1,0,0,0,3,0,0,0.07,0.07,0,0.07
274,Jeanuël Belocian,fr FRA,DF,DF,Leverkusen,de Bundesliga,20,2005,8,3,292,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Andrea Belotti,it ITA,FW,FW,Cagliari,it Serie A,31,1993,8,3,221,2.5,2,0,2,1,1,1,0,0,0.81,0,0.81,0.41,0.41
276,Fran Beltrán,es ESP,MF,MF,Girona,es La Liga,26,1999,17,11,1012,11.2,1,0,1,1,0,0,3,0,0.09,0,0.09,0.09,0.09
277,Fran Beltrán,es ESP,MF,MF,Celta Vigo,es La Liga,26,1999,10,7,528,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Lucas Beltrán,ar ARG,FW,FW,Valencia,es La Liga,24,2001,27,16,1365,15.2,1,2,3,1,0,0,1,0,0.07,0.13,0.2,0.07,0.2
279,Eliesse Ben Seghir,ma MAR,MF,MF,Leverkusen,de Bundesliga,20,2005,10,2,252,2.8,0,0,0,0,0,0,2,0,0,0,0,0,0
280,Eliesse Ben Seghir,ma MAR,MF,MF,Monaco,fr Ligue 1,20,2005,2,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Carlos Benavídez,uy URU,DF,DF,Alavés,es La Liga,27,1998,13,3,324,3.6,0,0,0,0,0,0,2,1,0,0,0,0,0
282,Adrian Benedyczak,pl POL,FW,FW,Parma,it Serie A,24,2000,14,5,490,5.4,1,1,2,0,1,1,1,0,0.18,0.18,0.37,0,0.18
283,Yassine Benhattab,fr FRA,MFFW,MF,Nantes,fr Ligue 1,22,2002,10,5,477,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Walter Benítez,ar ARG,GK,GK,Crystal Palace,eng Premier League,32,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Iker Benito,es ESP,MF,MF,Osasuna,es La Liga,22,2002,6,1,159,1.8,1,0,1,1,0,0,1,0,0.57,0,0.57,0.57,0.57
286,Mohamed Benoit Dao,fr FRA,FW,FW,Paris FC,fr Ligue 1,18,2007,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Ramy Bensebaini,dz ALG,DF,DF,Dortmund,de Bundesliga,30,1995,21,15,1530,17,5,2,7,3,2,2,6,0,0.29,0.12,0.41,0.18,0.29
288,Nabil Bentaleb,dz ALG,MF,MF,Lille,fr Ligue 1,30,1994,26,13,1287,14.3,2,2,4,1,1,1,3,0,0.14,0.14,0.28,0.07,0.21
289,Rodrigo Bentancur,uy URU,MF,MF,Tottenham,eng Premier League,28,1997,26,23,1883,20.9,1,1,2,1,0,0,7,0,0.05,0.05,0.1,0.05,0.1
290,Daniel Bentley,eng ENG,GK,GK,Wolves,eng Premier League,32,1993,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Lucas Beraldo,br BRA,DFMF,DF,PSG,fr Ligue 1,21,2003,20,18,1567,17.4,2,1,3,2,0,0,2,0,0.11,0.06,0.17,0.11,0.17
292,Domenico Berardi,it ITA,FW,FW,Sassuolo,it Serie A,30,1994,26,24,1958,21.8,8,4,12,6,2,3,2,1,0.37,0.18,0.55,0.28,0.46
293,Yuri Berchiche,es ESP,DF,DF,Athletic Club,es La Liga,35,1990,32,31,2705,30.1,0,6,6,0,0,0,5,0,0,0.2,0.2,0,0.2
294,Álex Berenguer,es ESP,MF,MF,Athletic Club,es La Liga,30,1995,31,25,2154,23.9,2,3,5,2,0,0,4,0,0.08,0.13,0.21,0.08,0.21
295,Sander Berge,no NOR,MF,MF,Fulham,eng Premier League,27,1998,35,34,2905,32.3,0,1,1,0,0,0,5,0,0,0.03,0.03,0,0.03
296,Lucas Bergström,fi FIN,GK,GK,Mallorca,es La Liga,22,2002,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0
297,Lucas Bergvall,se SWE,MF,MF,Tottenham,eng Premier League,19,2006,23,11,965,10.7,1,3,4,1,0,0,2,0,0.09,0.28,0.37,0.09,0.37
298,Medon Berisha,al ALB,MF,MF,Lecce,it Serie A,21,2003,13,12,871,9.7,2,3,5,2,0,0,0,0,0.21,0.31,0.52,0.21,0.52
299,Anthony Bermont,fr FRA,FW,FW,Lens,fr Ligue 1,20,2005,10,0,104,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Adrian Bernabe,es ESP,MF,MF,Parma,it Serie A,24,2001,32,31,2470,27.4,3,1,4,3,0,0,0,0,0.11,0.04,0.15,0.11,0.15
301,Marc Bernal,es ESP,MF,MF,Barcelona,es La Liga,18,2007,22,9,790,8.8,2,1,3,2,0,0,4,0,0.23,0.11,0.34,0.23,0.34
302,Gabin Bernardeau,fr FRA,MF,MF,Nice,fr Ligue 1,19,2006,4,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Federico Bernardeschi,it ITA,MFFW,MF,Bologna,it Serie A,31,1994,29,12,1217,13.5,4,2,6,3,1,1,3,0,0.3,0.15,0.44,0.22,0.37
304,Bernardo,br BRA,DF,DF,Hoffenheim,de Bundesliga,30,1995,29,26,2312,25.7,0,0,0,0,0,0,9,0,0,0,0,0,0
305,Lorenzo Bernasconi,it ITA,MF,MF,Atalanta,it Serie A,21,2003,23,17,1572,17.5,0,3,3,0,0,0,3,0,0,0.17,0.17,0,0.17
306,Antoine Bernede,fr FRA,MF,MF,Hellas Verona,it Serie A,26,1999,32,29,2301,25.6,1,2,3,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12
307,Nicolò Bertola,it ITA,DFMF,DF,Udinese,it Serie A,22,2003,28,18,1763,19.6,0,1,1,0,0,0,3,0,0,0.05,0.05,0,0.05
308,Jan-Niklas Beste,de GER,MF,MF,Freiburg,de Bundesliga,26,1999,28,20,1704,18.9,2,2,4,2,0,0,5,0,0.11,0.11,0.21,0.11,0.21
309,Beto,gw GNB,FW,FW,Everton,eng Premier League,27,1998,37,17,1568,17.4,9,1,10,9,0,0,3,0,0.52,0.06,0.57,0.52,0.57
310,Brando Bettazzi,it ITA,MF,MF,Pisa,it Serie A,17,2007,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Sam Beukema,nl NED,DF,DF,Napoli,it Serie A,26,1998,24,18,1681,18.7,2,0,2,2,0,0,2,0,0.11,0,0.11,0.11,0.11
312,Matteo Bianchetti,it ITA,DF,DF,Cremonese,it Serie A,32,1993,27,25,2192,24.4,0,2,2,0,0,0,4,0,0,0.08,0.08,0,0.08
313,Mika Biereth,dk DEN,FW,FW,Monaco,fr Ligue 1,22,2003,32,12,1074,11.9,2,2,4,2,0,0,0,0,0.17,0.17,0.34,0.17,0.34
314,Pedro Bigas,es ESP,DF,DF,Elche,es La Liga,34,1990,28,25,2063,22.9,1,3,4,1,0,0,5,1,0.04,0.13,0.17,0.04,0.17
315,Justin Bijlow,nl NED,GK,GK,Genoa,it Serie A,27,1998,16,16,1395,15.5,0,0,0,0,0,0,1,0,0,0,0,0,0
316,Jaka Bijol,si SVN,DF,DF,Leeds United,eng Premier League,26,1999,25,21,1890,21,1,2,3,1,0,0,4,0,0.05,0.1,0.14,0.05,0.14
317,Cristiano Biraghi,it ITA,MFDF,MF,Torino,it Serie A,32,1992,14,5,517,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Veljko Birmančević,rs SRB,FW,FW,Getafe,es La Liga,27,1998,6,1,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Tom Bischof,de GER,DFMF,DF,Bayern Munich,de Bundesliga,20,2005,26,14,1302,14.5,3,3,6,3,0,0,2,0,0.21,0.21,0.41,0.21,0.41
320,Yves Bissouma,ml MLI,MF,MF,Tottenham,eng Premier League,28,1996,11,7,603,6.7,0,0,0,0,0,0,4,0,0,0,0,0,0
321,Leonardo Bittencourt,de GER,MF,MF,Werder Bremen,de Bundesliga,31,1993,17,5,615,6.8,0,1,1,0,0,0,5,0,0,0.15,0.15,0,0.15
322,Emmanuel Biumla,fr FRA,DF,DF,Angers,fr Ligue 1,20,2005,9,3,387,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Marco Bizot,nl NED,GK,GK,Aston Villa,eng Premier League,34,1991,7,6,585,6.5,0,0,0,0,0,0,2,0,0,0,0,0,0
324,Antonio Blanco,es ESP,MF,MF,Alavés,es La Liga,25,2000,36,36,3110,34.6,2,3,5,2,0,0,9,0,0.06,0.09,0.14,0.06,0.14
325,Ludovic Blas,fr FRA,MFFW,MF,Rennes,fr Ligue 1,27,1997,32,15,1546,17.2,5,4,9,3,2,2,1,0,0.29,0.23,0.52,0.17,0.41
326,Janis Blaswich,de GER,GK,GK,Leverkusen,de Bundesliga,34,1991,11,10,931,10.3,0,0,0,0,0,0,1,0,0,0,0,0,0
327,Daley Blind,nl NED,DF,DF,Girona,es La Liga,35,1990,31,30,2606,29,0,0,0,0,0,0,1,0,0,0,0,0,0
328,Adam Boayar,ma MAR,MF,MF,Elche,es La Liga,19,2005,7,0,104,1.2,1,0,1,1,0,0,0,0,0.87,0,0.87,0.87,0.87
329,Oscar Bobb,no NOR,MFFW,MF,Manchester City,eng Premier League,22,2003,9,5,468,5.2,0,1,1,0,0,0,1,0,0,0.19,0.19,0,0.19
330,Oscar Bobb,no NOR,MF,MF,Fulham,eng Premier League,22,2003,14,6,571,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0
331,Ben Bobzien,de GER,FWMF,FW,Mainz 05,de Bundesliga,22,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Arnaud Bodart,be BEL,GK,GK,Lille,fr Ligue 1,27,1998,3,2,226,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Sacha Boey,fr FRA,DF,DF,Bayern Munich,de Bundesliga,24,2000,9,5,463,5.1,0,0,0,0,0,0,1,0,0,0,0,0,0
334,Jeremie Boga,ci CIV,MFFW,MF,Nice,fr Ligue 1,28,1997,14,7,646,7.2,2,2,4,2,0,0,0,0,0.28,0.28,0.56,0.28,0.56
335,Jeremie Boga,ci CIV,MFFW,MF,Juventus,it Serie A,28,1997,15,6,679,7.5,4,0,4,4,0,0,1,0,0.53,0,0.53,0.53,0.53
336,Lamare Bogarde,nl NED,MFDF,MF,Aston Villa,eng Premier League,21,2004,28,11,1053,11.7,0,0,0,0,0,0,5,0,0,0,0,0,0
337,Jayden Bogle,eng ENG,MFDF,MF,Leeds United,eng Premier League,25,2000,34,32,2793,31,1,2,3,1,0,0,6,0,0.03,0.06,0.1,0.03,0.1
338,Dmytro Bohdanov,ua UKR,MF,MF,Union Berlin,de Bundesliga,18,2007,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Adama Boiro,es ESP,DF,DF,Athletic Club,es La Liga,23,2002,14,8,815,9.1,0,0,0,0,0,0,1,0,0,0,0,0,0
340,Morgan Bokelé Mputu,cm CMR,MF,MF,Metz,fr Ligue 1,21,2004,10,1,227,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
341,Hugo Bolin,se SWE,MFFW,MF,Gladbach,de Bundesliga,22,2003,13,5,550,6.1,1,1,2,1,0,0,0,0,0.16,0.16,0.33,0.16,0.33
342,Daniel Boloca,ro ROU,MF,MF,Sassuolo,it Serie A,26,1998,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
343,Moïse Bombito,ca CAN,DF,DF,Nice,fr Ligue 1,25,2000,2,2,145,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0
344,Javier Boñar,es ESP,DF,DF,Atlético Madrid,es La Liga,20,2005,4,3,299,3.3,1,0,1,1,0,0,0,0,0.3,0,0.3,0.3,0.3
345,Federico Bonazzoli,it ITA,FW,FW,Cremonese,it Serie A,28,1997,35,31,2510,27.9,10,1,11,7,3,3,4,0,0.36,0.04,0.39,0.25,0.29
346,Warren Bondo,fr FRA,MF,MF,Cremonese,it Serie A,21,2003,27,22,1762,19.6,0,0,0,0,0,0,5,0,0,0,0,0,0
347,Giovanni Bonfanti,it ITA,DFMF,DF,Pisa,it Serie A,22,2003,9,6,494,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0
348,Victor Boniface,ng NGA,FW,FW,Werder Bremen,de Bundesliga,24,2000,11,2,333,3.7,0,2,2,0,0,0,1,0,0,0.54,0.54,0,0.54
349,Rahim Bonkano,ne NIG,DF,DF,Oviedo,es La Liga,23,2002,27,18,1713,19,0,0,0,0,0,0,2,0,0,0,0,0,0
350,Ange-Yoan Bonny,ci CIV,FW,FW,Inter,it Serie A,21,2003,33,10,1142,12.7,5,4,9,5,0,0,1,0,0.39,0.32,0.71,0.39,0.71
351,Thiago Borbas,uy URU,FW,FW,Oviedo,es La Liga,23,2002,12,0,179,2,0,0,0,0,0,0,1,0,0,0,0,0,0
352,Sebastiaan Bornauw,be BEL,DF,DF,Leeds United,eng Premier League,26,1999,12,5,429,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0
353,Gennaro Borrelli,it ITA,FW,FW,Cagliari,it Serie A,25,2000,27,13,1275,14.2,5,1,6,5,0,0,4,0,0.35,0.07,0.42,0.35,0.42
354,Olivier Boscagli,fr FRA,DF,DF,Brighton,eng Premier League,27,1997,12,9,802,8.9,0,1,1,0,0,0,2,0,0,0.11,0.11,0,0.11
355,Sebastián Boselli,uy URU,DF,DF,Getafe,es La Liga,21,2003,11,4,380,4.2,0,0,0,0,0,0,4,0,0,0,0,0,0
356,Jean-Baptiste Bosey,fr FRA,FW,FW,Strasbourg,fr Ligue 1,17,2008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,Sven Botman,nl NED,DF,DF,Newcastle,eng Premier League,25,2000,25,21,1835,20.4,1,1,2,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1
358,Ayyoub Bouaddi,ma MAR,MF,MF,Lille,fr Ligue 1,17,2007,30,28,2321,25.8,0,1,1,0,0,0,7,1,0,0.04,0.04,0,0.04
359,Badredine Bouanani,dz ALG,MF,MF,Nice,fr Ligue 1,20,2004,2,1,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Badredine Bouanani,dz ALG,MF,MF,Stuttgart,de Bundesliga,20,2004,14,5,463,5.1,0,0,0,0,0,0,1,0,0,0,0,0,0
361,Kaïl Boudache,fr FRA,MFFW,MF,Nice,fr Ligue 1,19,2006,13,3,531,5.9,1,0,1,1,0,0,1,0,0.17,0,0.17,0.17,0.17
362,Hicham Boudaoui,dz ALG,MF,MF,Nice,fr Ligue 1,25,1999,25,18,1694,18.8,1,2,3,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16
363,Sofiane Boufal,ma MAR,MFFW,MF,Le Havre,fr Ligue 1,31,1993,17,13,1019,11.3,1,4,5,1,0,1,2,0,0.09,0.35,0.44,0.09,0.44
364,Justin Bourgault,fr FRA,FW,FW,Brest,fr Ligue 1,19,2005,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
365,Jarrod Bowen,eng ENG,MFFW,MF,West Ham,eng Premier League,28,1996,38,38,3403,37.8,9,11,20,8,1,1,4,0,0.24,0.29,0.53,0.21,0.5
366,Kieron Bowie,sct SCO,FW,FW,Hellas Verona,it Serie A,22,2002,14,14,1200,13.3,4,0,4,4,0,0,1,0,0.3,0,0.3,0.3,0.3
367,Lucas Boyé,ar ARG,FW,FW,Alavés,es La Liga,29,1996,29,22,1958,21.8,11,1,12,8,3,3,4,1,0.51,0.05,0.55,0.37,0.41
368,Enzo Boyomo,cm CMR,DF,DF,Osasuna,es La Liga,23,2001,30,29,2542,28.2,1,2,3,1,0,0,7,0,0.04,0.07,0.11,0.04,0.11
369,Rosen Bozhinov,bg BUL,DF,DF,Pisa,it Serie A,20,2005,9,8,610,6.8,0,0,0,0,0,0,3,1,0,0,0,0,0
370,Domagoj Bradarić,hr CRO,MF,MF,Hellas Verona,it Serie A,25,1999,29,23,1966,21.8,0,1,1,0,0,0,2,0,0,0.05,0.05,0,0.05
371,Conor Bradley,nir NIR,DF,DF,Liverpool,eng Premier League,22,2003,15,12,929,10.3,0,1,1,0,0,0,5,0,0,0.1,0.1,0,0.1
372,Bilal Brahimi,dz ALG,FWMF,FW,Nice,fr Ligue 1,25,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Julian Brandt,de GER,MFFW,MF,Dortmund,de Bundesliga,29,1996,29,17,1606,17.8,7,4,11,7,0,0,0,0,0.39,0.22,0.62,0.39,0.62
374,Jarrad Branthwaite,eng ENG,DF,DF,Everton,eng Premier League,23,2002,10,7,680,7.6,1,0,1,1,0,0,1,0,0.13,0,0.13,0.13,0.13
375,Riccardo Braschi,it ITA,FW,FW,Fiorentina,it Serie A,18,2006,2,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Lilian Brassier,fr FRA,DF,DF,Rennes,fr Ligue 1,25,1999,27,25,2250,25,0,1,1,0,0,0,2,0,0,0.04,0.04,0,0.04
377,Iker Bravo,es ESP,FW,FW,Udinese,it Serie A,20,2005,8,3,206,2.3,1,0,1,1,0,0,1,0,0.44,0,0.44,0.44,0.44
378,Josip Brekalo,hr CRO,MFFW,MF,Oviedo,es La Liga,27,1998,14,6,486,5.4,0,0,0,0,0,0,1,0,0,0,0,0,0
379,Gleison Bremer,br BRA,DF,DF,Juventus,it Serie A,28,1997,26,25,2171,24.1,4,3,7,4,0,0,5,0,0.17,0.12,0.29,0.17,0.29
380,Marco Brescianini,it ITA,MF,MF,Fiorentina,it Serie A,25,2000,17,10,862,9.6,1,1,2,1,0,0,1,0,0.1,0.1,0.21,0.1,0.21
381,Marco Brescianini,it ITA,MF,MF,Atalanta,it Serie A,25,2000,9,0,182,2,1,0,1,1,0,0,1,0,0.49,0,0.49,0.49,0.49
382,Abel Bretones,es ESP,MFDF,MF,Osasuna,es La Liga,24,2000,28,17,1624,18,1,2,3,1,0,0,5,1,0.06,0.11,0.17,0.06,0.17
383,Sascha Britschgi,ch SUI,MFDF,MF,Parma,it Serie A,18,2006,29,22,2095,23.3,0,2,2,0,0,0,7,1,0,0.09,0.09,0,0.09
384,Brian Brobbey,nl NED,FW,FW,Sunderland,eng Premier League,23,2002,31,22,1927,21.4,7,1,8,7,0,0,6,0,0.33,0.05,0.37,0.33,0.37
385,Marius Broholm,no NOR,MF,MF,Lille,fr Ligue 1,20,2004,11,3,279,3.1,1,1,2,0,1,1,0,0,0.32,0.32,0.65,0,0.32
386,Armando Broja,al ALB,FW,FW,Burnley,eng Premier League,23,2001,24,8,860,9.6,1,1,2,1,0,0,0,0,0.1,0.1,0.21,0.1,0.21
387,David Brooks,wls WAL,MF,MF,Bournemouth,eng Premier League,28,1997,31,13,1204,13.4,1,3,4,1,0,0,7,0,0.07,0.22,0.3,0.07,0.3
388,Nathaniel Brown,de GER,MFDF,MF,Frankfurt,de Bundesliga,22,2003,33,29,2656,29.5,4,4,8,4,0,0,3,0,0.14,0.14,0.27,0.14,0.27
389,Brugui,es ESP,MFFW,MF,Levante,es La Liga,28,1996,19,10,1005,11.2,1,1,2,1,0,0,1,1,0.09,0.09,0.18,0.09,0.18
390,Paris Brunner,de GER,FW,FW,Monaco,fr Ligue 1,19,2006,7,1,132,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0
391,Jacob Bruun Larsen,dk DEN,MFFW,MF,Burnley,eng Premier League,26,1998,28,10,1030,11.4,0,1,1,0,0,0,0,0,0,0.09,0.09,0,0.09
392,Tajon Buchanan,ca CAN,MF,MF,Villarreal,es La Liga,26,1999,34,21,1819,20.2,7,1,8,7,0,0,8,0,0.35,0.05,0.4,0.35,0.4
393,Ante Budimir,hr CRO,FW,FW,Osasuna,es La Liga,34,1991,37,35,2938,32.6,17,0,17,11,6,8,3,0,0.52,0,0.52,0.34,0.34
394,Emi Buendía,ar ARG,MF,MF,Aston Villa,eng Premier League,28,1996,36,21,1755,19.5,6,2,8,6,0,0,6,0,0.31,0.1,0.41,0.31,0.41
395,Hugo Bueno,es ESP,MFDF,MF,Wolves,eng Premier League,22,2002,35,26,2366,26.3,1,2,3,1,0,0,3,0,0.04,0.08,0.11,0.04,0.11
396,Manu Bueno,es ESP,MF,MF,Sevilla,es La Liga,21,2004,8,2,272,3,0,0,0,0,0,0,2,0,0,0,0,0,0
397,Santiago Bueno,uy URU,DF,DF,Wolves,eng Premier League,26,1998,29,28,2553,28.4,3,1,4,3,0,0,4,0,0.11,0.04,0.14,0.11,0.14
398,Louis Buffon,cz CZE,FW,FW,Pisa,it Serie A,17,2007,4,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Adam Buksa,pl POL,FW,FW,Udinese,it Serie A,29,1996,25,6,922,10.2,3,0,3,3,0,0,3,0,0.29,0,0.29,0.29,0.29
400,Andrija Bulatović,me MNE,MF,MF,Lens,fr Ligue 1,18,2006,19,6,762,8.5,0,4,4,0,0,0,2,0,0,0.47,0.47,0,0.47
401,Marius Bülter,de GER,FWMF,FW,Köln,de Bundesliga,32,1993,32,18,1597,17.7,5,4,9,5,0,0,3,0,0.28,0.23,0.51,0.28,0.51
402,Facundo Buonanotte,ar ARG,MF,MF,Leeds United,eng Premier League,20,2004,3,0,39,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0
403,Facundo Buonanotte,ar ARG,MF,MF,Chelsea,eng Premier League,20,2004,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Alessandro Buongiorno,it ITA,DF,DF,Napoli,it Serie A,26,1999,33,28,2521,28,0,1,1,0,0,0,3,0,0,0.04,0.04,0,0.04
405,Livan Burcu,tr TUR,MFFW,MF,Union Berlin,de Bundesliga,20,2004,18,6,651,7.2,1,1,2,1,0,0,4,0,0.14,0.14,0.28,0.14,0.28
