Rk,Player,Nation,Pos,Primary_Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
1643,João Mário Lopes,pt POR,DFMF,DF,Bologna,it Serie A,25,2000,8.2,1,0,0,5,21,0,15,10,4,0
1644,João Mário Lopes,pt POR,MF,MF,Juventus,it Serie A,25,2000,2.9,1,0,0,5,10,0,5,3,3,0
1645,Guillermo Maripán,cl CHI,DF,DF,Torino,it Serie A,31,1994,23.8,4,0,0,27,7,2,3,27,28,0
1646,Omar Marmoush,eg EGY,FWMF,FW,Manchester City,eng Premier League,26,1999,7.8,3,0,0,10,21,6,12,2,8,0
1647,Tomas Marques,es ESP,MF,MF,Barcelona,es La Liga,18,2006,0.1,0,0,0,1,0,0,0,0,0,0
1648,Marquinhos,br BRA,DF,DF,PSG,fr Ligue 1,31,1994,11.7,0,0,0,8,2,0,3,7,9,1
1649,Unai Marrero,es ESP,GK,GK,Real Sociedad,es La Liga,23,2001,1,1,0,0,0,0,0,0,0,0,0
1650,Callum Marshall,nir NIR,FW,FW,West Ham,eng Premier League,20,2004,0.7,0,0,0,0,0,1,0,2,0,0
1651,Eric Martel,de GER,MFDF,MF,Köln,de Bundesliga,23,2002,28.4,12,1,1,42,51,0,11,35,32,0
1652,Aarón Martín,es ESP,MFDF,MF,Genoa,it Serie A,28,1997,24,2,0,0,31,27,0,194,10,28,0
1653,Carlos Martín,es ESP,MFFW,MF,Rayo Vallecano,es La Liga,23,2002,5,1,0,0,11,5,0,8,0,7,0
1654,Gerard Martín,es ESP,DF,DF,Barcelona,es La Liga,23,2002,23.5,6,0,0,16,7,0,14,31,29,0
1655,Iván Martín,es ESP,MF,MF,Girona,es La Liga,26,1999,28.1,5,1,1,30,31,3,15,17,39,0
1656,Jon Martin,es ESP,DF,DF,Real Sociedad,es La Liga,19,2006,25,6,0,0,18,12,1,0,35,16,0
1657,Mario Martín,es ESP,MFFW,MF,Getafe,es La Liga,21,2004,23.6,11,0,0,71,34,4,13,16,32,0
1658,Gabriel Martinelli,br BRA,FWMF,FW,Arsenal,eng Premier League,24,2001,12,3,0,0,10,14,5,37,1,8,0
1659,Arnau Martinez,es ESP,DFMF,DF,Girona,es La Liga,22,2003,29.6,6,0,0,24,30,3,50,37,39,0
1660,Daniel Martinez,es ESP,DF,DF,Atlético Madrid,es La Liga,21,2004,1,0,0,0,1,0,0,1,1,0,0
1661,Emiliano Martínez,ar ARG,GK,GK,Aston Villa,eng Premier League,32,1992,31.5,2,0,0,0,17,0,0,0,0,0
1662,Joaquín Martínez Gauna,es ESP,MFDF,MF,Sevilla,es La Liga,22,2003,15.6,1,0,0,12,16,4,88,8,20,0
1663,Josep Martinez,es ESP,GK,GK,Inter,it Serie A,27,1998,5,0,0,0,0,0,0,0,0,0,0
1664,Lautaro Martínez,ar ARG,FW,FW,Inter,it Serie A,27,1997,24,4,0,0,47,47,8,17,6,13,0
1665,Lisandro Martínez,ar ARG,DF,DF,Manchester Utd,eng Premier League,27,1998,13.7,0,1,0,9,2,0,2,12,11,1
1666,Pablo Martínez,es ESP,MF,MF,Levante,es La Liga,27,1998,20.6,3,0,0,30,12,3,87,19,10,0
1667,Ramón Martínez,es ESP,DF,DF,Sevilla,es La Liga,22,2002,1.1,0,0,0,1,1,0,0,1,0,0
1668,Toni Martínez,es ESP,FW,FW,Alavés,es La Liga,28,1997,30.2,2,0,0,46,37,13,14,4,15,0
1669,Adam Marušić,me MNE,DF,DF,Lazio,it Serie A,32,1992,30.9,1,1,0,22,18,1,35,33,16,0
1670,Omar Mascarell,gq EQG,MFDF,MF,Mallorca,es La Liga,32,1993,24.9,5,0,0,38,14,0,6,35,28,0
1671,Adam Masina,ma MAR,DF,DF,Torino,it Serie A,31,1994,2.6,0,0,0,6,2,0,0,5,4,0
1672,Patrizio Masini,it ITA,MF,MF,Genoa,it Serie A,24,2001,15.7,5,0,0,39,45,0,14,26,39,0
1673,Han-Noah Massengo,fr FRA,MF,MF,Augsburg,de Bundesliga,24,2001,27,5,0,0,25,23,0,17,36,18,0
1674,Franco Mastantuono,ar ARG,MFFW,MF,Real Madrid,es La Liga,17,2007,11.5,5,1,0,18,30,1,31,3,12,0
1675,Arthur Masuaku,cd COD,DF,DF,Sunderland,eng Premier League,31,1993,1.4,1,0,0,3,0,0,8,2,2,0
1676,Arthur Masuaku,cd COD,DFMF,DF,Lens,fr Ligue 1,31,1993,2.5,1,0,0,2,1,0,7,1,3,0
1677,Clinton Mata,ao ANG,DF,DF,Lyon,fr Ligue 1,32,1992,31.5,5,0,0,35,35,0,20,26,21,1
1678,Igor Matanović,hr CRO,FW,FW,Freiburg,de Bundesliga,22,2003,17.5,0,0,0,42,22,6,0,9,11,0
1679,Pape Matar Sarr,sn SEN,MF,MF,Tottenham,eng Premier League,22,2002,15.5,3,0,0,29,13,3,8,14,21,0
1680,Jean-Philippe Mateta,fr FRA,FW,FW,Crystal Palace,eng Premier League,28,1997,24.6,2,0,0,21,19,18,11,6,4,0
1681,Nemanja Matić,rs SRB,MF,MF,Sassuolo,it Serie A,36,1988,29.6,7,1,0,24,39,0,11,27,28,0
1682,Rudy Matondo,fr FRA,MF,MF,Paris FC,fr Ligue 1,17,2008,8.3,1,1,0,15,14,0,8,5,14,0
1683,Rudy Matondo,fr FRA,MF,MF,Auxerre,fr Ligue 1,17,2008,6.8,3,0,0,12,9,1,5,7,7,0
1684,Chrislain Matsima,fr FRA,DF,DF,Augsburg,de Bundesliga,23,2002,16.5,5,0,0,10,4,0,4,30,11,0
1685,Jean Mattéo Bahoya,fr FRA,MFFW,MF,Frankfurt,de Bundesliga,20,2005,14.8,2,0,0,13,22,3,33,12,14,0
1686,Alan Matturro,uy URU,DF,DF,Levante,es La Liga,20,2004,10.5,0,1,0,7,10,0,0,6,13,0
1687,Neal Maupay,fr FRA,FWMF,FW,Marseille,fr Ligue 1,28,1996,0,0,0,0,0,0,0,0,0,0,0
1688,Neal Maupay,fr FRA,FW,FW,Sevilla,es La Liga,28,1996,9.6,2,0,0,15,16,3,4,1,1,0
1689,Konstantinos Mavropanos,gr GRE,DF,DF,West Ham,eng Premier League,27,1997,28.2,2,0,0,16,9,2,4,47,24,2
1690,Christian Mawissa,fr FRA,DFMF,DF,Monaco,fr Ligue 1,20,2005,13.2,4,0,0,12,12,0,5,15,25,0
1691,Eliezer Mayenda,es ESP,FWMF,FW,Sunderland,eng Premier League,20,2005,8.4,0,0,0,6,11,3,1,1,3,0
1692,Ezra Mayers,bb BRB,DF,DF,West Ham,eng Premier League,18,2007,1.3,0,0,0,0,0,0,3,1,0,0
1693,Borja Mayoral,es ESP,FW,FW,Getafe,es La Liga,28,1997,11.8,0,0,0,6,7,11,6,4,5,0
1694,Senny Mayulu,fr FRA,MFFW,MF,PSG,fr Ligue 1,19,2006,18.6,3,0,0,24,20,1,27,12,31,0
1695,Ibrahim Maza,dz ALG,MF,MF,Leverkusen,de Bundesliga,19,2005,20.5,2,0,0,19,36,3,64,16,24,0
1696,Noussair Mazraoui,ma MAR,DFMF,DF,Manchester Utd,eng Premier League,27,1997,10.9,3,0,0,12,14,0,13,11,15,0
1697,Luca Mazzitelli,it ITA,MF,MF,Cagliari,it Serie A,29,1995,8.5,3,0,0,22,13,0,9,10,11,0
1698,Pasquale Mazzocchi,it ITA,MF,MF,Napoli,it Serie A,30,1995,3.4,0,1,0,1,0,1,15,4,1,0
1699,Nathan Mbala,Unknown,MFFW,MF,Metz,fr Ligue 1,17,2008,4.9,0,0,0,3,6,0,36,1,6,0
1700,Samuel Mbangula,be BEL,MFFW,MF,Werder Bremen,de Bundesliga,21,2004,13,0,0,0,4,23,4,23,3,10,0
1701,Ethan Mbappé,fr FRA,MFFW,MF,Lille,fr Ligue 1,18,2006,6.3,1,0,0,7,9,1,34,2,7,0
1702,Kylian Mbappé,fr FRA,FW,FW,Real Madrid,es La Liga,26,1998,28.9,4,0,0,13,36,39,26,3,1,0
1703,Ibrahim Mbaye,sn SEN,FWMF,FW,PSG,fr Ligue 1,17,2008,11.2,0,0,0,10,13,2,16,4,7,0
1704,Malick Mbaye,sn SEN,MF,MF,Metz,fr Ligue 1,21,2004,3.3,1,0,0,2,3,0,8,3,8,0
1705,Chancel Mbemba,cd COD,DF,DF,Lille,fr Ligue 1,30,1994,10.6,3,0,0,10,6,0,0,13,8,1
1706,Bryan Mbeumo,cm CMR,MFFW,MF,Manchester Utd,eng Premier League,25,1999,29,4,0,0,23,28,7,105,7,11,0
1707,Michel Mboula,ga GAB,DFMF,DF,Metz,fr Ligue 1,22,2003,8.3,2,0,0,9,11,0,8,15,10,1
1708,Pathé Mboup,sn SEN,MF,MF,Brest,fr Ligue 1,21,2003,11.7,6,0,0,34,19,5,11,12,18,0
1709,Moustapha Mbow,sn SEN,DF,DF,Paris FC,fr Ligue 1,25,2000,30.2,5,0,0,27,16,1,2,38,33,0
1710,James Mcatee,eng ENG,MF,MF,Nottingham,eng Premier League,22,2002,3.3,1,0,0,4,5,2,9,3,4,0
1711,John McGinn,sct SCO,MF,MF,Aston Villa,eng Premier League,30,1994,23.7,5,0,0,31,48,0,82,12,17,0
1712,Weston McKennie,us USA,MF,MF,Juventus,it Serie A,26,1998,31.5,5,0,0,44,11,7,36,26,24,0
1713,Mark McKenzie,us USA,DF,DF,Toulouse,fr Ligue 1,26,1999,26.7,7,1,0,35,12,1,4,25,30,0
1714,Dwight McNeil,eng ENG,MF,MF,Everton,eng Premier League,25,1999,13,1,0,0,11,7,2,40,10,16,0
1715,Scott McTominay,sct SCO,MF,MF,Napoli,it Serie A,28,1996,31,1,0,0,24,73,5,10,23,13,0
1716,Facundo Medina,ar ARG,DF,DF,Marseille,fr Ligue 1,26,1999,15.2,7,0,0,24,9,0,13,24,16,1
1717,Jonas Meffert,de GER,MF,MF,Hamburger SV,de Bundesliga,30,1994,1.6,0,0,0,1,0,0,0,1,3,0
1718,Henrik Meister,dk DEN,FW,FW,Pisa,it Serie A,21,2003,16.8,2,0,0,26,17,5,1,1,3,0
1719,Bamo Meïté,ci CIV,DF,DF,Lorient,fr Ligue 1,23,2001,22,5,0,0,30,25,2,12,13,15,0
1720,Kader Meïté,fr FRA,FW,FW,Rennes,fr Ligue 1,17,2007,5.9,0,0,0,12,4,8,3,1,2,0
1721,Hannibal Mejbri,tn TUN,MF,MF,Burnley,eng Premier League,22,2003,13.7,10,0,0,23,46,3,30,7,17,0
1722,Cléo Melieres,fr FRA,FW,FW,Metz,fr Ligue 1,20,2005,0.3,1,0,0,1,0,0,3,0,0,0
1723,Nuno Mendes,pt POR,DF,DF,PSG,fr Ligue 1,23,2002,14,1,0,0,12,25,3,44,14,20,0
1724,Brais Méndez,es ESP,MFFW,MF,Real Sociedad,es La Liga,28,1997,18.4,4,1,0,42,35,7,62,8,18,0
1725,Rodrigo Mendoza,es ESP,MFFW,MF,Elche,es La Liga,20,2005,8.8,4,0,0,19,16,2,17,5,9,0
1726,Rodrigo Mendoza,es ESP,MF,MF,Atlético Madrid,es La Liga,20,2005,4.8,2,0,0,11,7,0,2,0,3,0
1727,Antoine Mendy,sn SEN,DF,DF,Nice,fr Ligue 1,21,2004,23.3,5,0,0,30,22,1,21,19,35,0
1728,Batista Mendy,fr FRA,MF,MF,Sevilla,es La Liga,25,2000,18,6,0,0,37,27,0,5,18,23,0
1729,Ferland Mendy,fr FRA,DF,DF,Real Madrid,es La Liga,30,1995,2.3,0,0,0,2,1,0,0,2,1,0
1730,Formose Mendy,sn SEN,DF,DF,Lorient,fr Ligue 1,24,2001,1.5,1,0,0,2,3,0,1,3,1,0
1731,Nobel Mendy,sn SEN,DF,DF,Rayo Vallecano,es La Liga,20,2004,20,9,2,1,32,12,1,6,23,15,0
1732,Paul Mendy,sn SEN,FW,FW,Cagliari,it Serie A,18,2007,3.7,1,0,0,12,4,2,2,1,0,0
1733,Gideon Mensah,gh GHA,DF,DF,Auxerre,fr Ligue 1,27,1998,25.9,8,0,0,37,34,1,64,23,37,0
1734,Khalis Merah,fr FRA,MFFW,MF,Lyon,fr Ligue 1,18,2007,12.6,2,0,0,11,20,0,13,6,19,0
1735,Alex Meret,it ITA,GK,GK,Napoli,it Serie A,28,1997,10.9,1,0,0,1,1,0,0,1,0,0
1736,Mikel Merino,es ESP,MFFW,MF,Arsenal,eng Premier League,29,1996,11.5,1,0,0,22,20,3,4,9,13,0
1737,Quentin Merlin,fr FRA,DFMF,DF,Rennes,fr Ligue 1,23,2002,28.1,2,0,0,22,30,5,156,29,38,0
1738,Rafik Messali,fr FRA,MF,MF,Toulouse,fr Ligue 1,22,2003,5.6,2,0,0,11,9,0,9,12,6,0
1739,Junior Messias,br BRA,MF,MF,Genoa,it Serie A,34,1991,7.6,1,0,0,10,22,0,16,5,10,0
1740,Alejandro Mestanza,es ESP,MF,MF,Getafe,es La Liga,20,2004,0.8,0,0,0,1,2,1,4,0,1,0
1741,Connor Metcalfe,au AUS,MFFW,MF,St Pauli,de Bundesliga,25,1999,6.6,2,0,0,9,2,0,24,6,9,0
1742,Dayann Methalie,fr FRA,MF,MF,Toulouse,fr Ligue 1,19,2006,20.8,9,0,0,57,11,1,43,23,30,0
1743,Karol Mets,ee EST,DF,DF,St Pauli,de Bundesliga,32,1993,21.5,3,0,0,13,11,1,6,22,22,0
1744,Thomas Meunier,be BEL,DF,DF,Lille,fr Ligue 1,33,1991,21.2,3,0,0,29,3,2,51,17,18,0
1745,Shumaira Mheuka,eng ENG,FW,FW,Chelsea,eng Premier League,17,2007,0,0,0,0,0,0,0,0,0,0,0
1746,Lucas Michal,fr FRA,MF,MF,Metz,fr Ligue 1,20,2005,2.4,1,0,0,3,2,1,1,0,0,0
1747,Lucas Michal,fr FRA,FW,FW,Monaco,fr Ligue 1,20,2005,0.7,0,0,0,2,1,0,3,0,0,0
1748,Georges Mikautadze,ge GEO,FW,FW,Villarreal,es La Liga,24,2000,23.4,1,0,0,13,45,3,21,5,4,0
1749,Georges Mikautadze,ge GEO,FW,FW,Lyon,fr Ligue 1,24,2000,2,0,0,0,0,1,1,0,1,0,0
1750,Wisdom Mike,de GER,FW,FW,Bayern Munich,de Bundesliga,16,2008,0.3,0,0,0,0,0,0,1,1,0,0
1751,William Mikelbrencis,fr FRA,MFDF,MF,Hamburger SV,de Bundesliga,21,2004,15.2,3,0,0,18,5,5,54,6,22,0
1752,Daniel Mikołajewski,pl POL,FW,FW,Parma,it Serie A,19,2006,0.8,0,0,0,2,2,2,1,0,0,0
1753,Antoni Milambo,nl NED,MF,MF,Brentford,eng Premier League,20,2005,0.5,0,0,0,0,0,0,0,0,1,0
1754,Nikola Milenković,rs SRB,DF,DF,Nottingham,eng Premier League,27,1997,37.5,6,0,0,21,20,1,2,29,19,1
1755,Lewis Miley,eng ENG,MFDF,MF,Newcastle,eng Premier League,19,2006,16.6,0,0,0,5,4,2,42,20,18,0
1756,Arkadiusz Milik,pl POL,FW,FW,Juventus,it Serie A,31,1994,0.4,0,0,0,1,0,0,0,0,0,0
1757,Vanja Milinković-Savić,rs SRB,GK,GK,Napoli,it Serie A,28,1997,27,0,0,0,1,6,0,0,0,0,0
1758,Éder Militão,br BRA,DF,DF,Real Madrid,es La Liga,27,1998,12.7,2,0,0,15,13,0,1,10,16,0
1759,Luis Milla,es ESP,MF,MF,Getafe,es La Liga,30,1994,36.3,5,1,0,32,43,3,225,42,33,0
1760,Pere Milla,es ESP,MFFW,MF,Espanyol,es La Liga,32,1992,21.9,6,1,0,24,38,10,36,18,24,0
1761,Lennon Miller,sct SCO,MF,MF,Udinese,it Serie A,18,2006,11.1,4,0,0,14,17,1,32,9,12,0
1762,James Milner,eng ENG,MF,MF,Brighton,eng Premier League,39,1986,8.7,2,0,0,15,3,1,14,5,9,0
1763,Veljko Milosavljević,rs SRB,DF,DF,Bournemouth,eng Premier League,18,2007,4.1,0,0,0,0,0,0,0,4,4,0
1764,Jovan Milošević,rs SRB,FW,FW,Werder Bremen,de Bundesliga,20,2005,5.4,2,0,0,8,3,6,3,0,2,0
1765,Kim Min-jae,kr KOR,DF,DF,Bayern Munich,de Bundesliga,28,1996,17.8,1,0,0,9,3,0,1,38,19,0
1766,Yerry Mina,co COL,DF,DF,Cagliari,it Serie A,30,1994,23.9,5,1,1,26,37,3,1,26,18,0
1767,Takumi Minamino,jp JPN,MF,MF,Monaco,fr Ligue 1,30,1995,10.5,4,0,0,10,8,3,8,3,3,0
1768,Tyrone Mings,eng ENG,DF,DF,Aston Villa,eng Premier League,32,1993,14.7,1,0,0,10,8,0,4,11,2,0
1769,Óscar Mingueza,es ESP,MF,MF,Celta Vigo,es La Liga,26,1999,21.9,4,0,0,15,28,1,68,9,20,0
1770,Yankuba Minteh,gm GAM,MF,MF,Brighton,eng Premier League,21,2004,26.6,3,0,0,32,22,10,159,15,37,0
1771,Bojan Miovski,mk MKD,FW,FW,Girona,es La Liga,26,1999,0.5,0,0,0,0,0,0,0,0,0,0
1772,Rafa Mir,es ESP,FWMF,FW,Elche,es La Liga,28,1997,20,4,0,0,39,16,7,19,4,7,0
1773,Juan Miranda,es ESP,DF,DF,Bologna,it Serie A,25,2000,28.6,6,0,0,25,35,3,171,33,31,0
1774,Fabio Miretti,it ITA,MF,MF,Juventus,it Serie A,21,2003,6.9,1,0,0,15,7,0,17,4,9,0
1775,Tyrick Mitchell,eng ENG,MF,MF,Crystal Palace,eng Premier League,25,1999,36.1,6,0,0,24,28,5,104,33,65,0
1776,Kaoru Mitoma,jp JPN,MFFW,MF,Brighton,eng Premier League,28,1997,19.1,5,0,0,31,21,4,46,8,12,0
1777,Maximilian Mittelstädt,de GER,DFMF,DF,Stuttgart,de Bundesliga,28,1997,24.3,4,0,0,11,26,2,122,35,42,0
1778,Henrikh Mkhitaryan,am ARM,MF,MF,Inter,it Serie A,36,1989,17.3,5,0,0,28,17,3,42,15,27,0
1779,Branimir Mlacic,hr CRO,DF,DF,Udinese,it Serie A,18,2007,1.8,2,0,0,4,0,0,1,2,3,0
1780,Tadjidine Mmadi,fr FRA,FW,FW,Marseille,fr Ligue 1,18,2007,0.5,0,0,0,2,0,0,2,2,1,0
1781,Rui Modesto,ao ANG,MF,MF,Udinese,it Serie A,25,1999,1.3,0,0,0,0,0,0,5,1,4,0
1782,Luka Modrić,hr CRO,MF,MF,Milan,it Serie A,39,1985,31.2,4,0,0,23,33,0,111,35,27,0
1783,Max Moerstedt,de GER,FW,FW,Hoffenheim,de Bundesliga,19,2006,4.7,2,0,0,14,10,3,4,0,3,0
1784,Terem Moffi,ng NGA,FW,FW,Nice,fr Ligue 1,26,1999,5.4,0,0,0,2,2,7,0,0,1,0
1785,Mostafa Mohamed,eg EGY,FW,FW,Nantes,fr Ligue 1,27,1997,12.8,1,0,0,18,27,4,9,7,7,0
1786,Wael Mohya,de GER,MFFW,MF,Gladbach,de Bundesliga,16,2008,6.1,1,0,0,4,13,0,8,2,7,0
1787,Johan Mojica,co COL,DF,DF,Mallorca,es La Liga,32,1992,30.3,6,1,0,29,30,2,133,24,30,0
1788,Horaţiu Moldovan,ro ROU,GK,GK,Oviedo,es La Liga,27,1998,2,0,0,0,0,0,0,0,0,0,0
1789,Enzo Molebe,fr FRA,FW,FW,Lyon,fr Ligue 1,17,2007,0.1,0,0,0,0,0,0,0,0,0,0
1790,Alberto Moleiro,es ESP,MF,MF,Villarreal,es La Liga,21,2003,27.5,4,0,0,33,27,3,31,14,21,0
1791,Nahuel Molina,ar ARG,DFMF,DF,Atlético Madrid,es La Liga,27,1998,14.8,4,0,0,14,5,5,49,14,24,0
1792,Jon Moncayola,es ESP,MF,MF,Osasuna,es La Liga,27,1998,33.5,9,0,0,41,13,0,142,27,26,0
1793,Jano Monserrate,es ESP,MF,MF,Atlético Madrid,es La Liga,19,2006,0.3,0,0,0,2,1,0,3,0,2,0
1794,Jorge Montes,es ESP,DF,DF,Getafe,es La Liga,21,2004,0.3,0,0,0,1,0,0,2,0,2,0
1795,Lorenzo Montipò,it ITA,GK,GK,Hellas Verona,it Serie A,29,1996,35,0,0,0,0,8,0,0,0,0,0
1796,Álvaro Morata,es ESP,FW,FW,Como,it Serie A,32,1992,10.3,4,1,1,16,33,9,9,1,11,0
1797,Morato,br BRA,DF,DF,Nottingham,eng Premier League,24,2001,14.9,5,0,0,16,7,1,2,11,18,0
1798,Diego Morcillo,es ESP,FW,FW,Alavés,es La Liga,22,2003,0.1,0,0,0,1,1,0,1,0,0,0
1799,Javi Morcillo,es ESP,MF,MF,Atlético Madrid,es La Liga,19,2006,1.9,2,0,0,6,2,0,0,3,4,0
1800,Afonso Moreira,pt POR,MFFW,MF,Lyon,fr Ligue 1,20,2005,19.1,3,0,0,27,57,4,119,12,22,0
1801,Diego Moreira,be BEL,MF,MF,Strasbourg,fr Ligue 1,20,2004,22.6,4,0,0,17,27,8,89,20,25,0
1802,Alberto Moreno,es ESP,DF,DF,Como,it Serie A,33,1992,13.7,4,0,0,17,12,3,34,7,12,0
1803,Álex Moreno,es ESP,DF,DF,Girona,es La Liga,32,1993,28.4,5,0,0,32,20,9,66,29,28,0
1804,Fabio Moreno Fell,de GER,FW,FW,Mainz 05,de Bundesliga,25,2000,0.9,0,0,0,0,0,1,0,0,0,0
1805,Gerard Moreno,es ESP,FW,FW,Villarreal,es La Liga,33,1992,14.9,0,0,0,14,16,6,11,3,8,0
1806,Matias Moreno,ar ARG,DF,DF,Levante,es La Liga,21,2003,25,8,0,0,23,23,2,3,38,25,0
1807,Tete Morente,es ESP,MF,MF,Elche,es La Liga,28,1996,10.3,1,0,0,20,10,2,46,11,11,0
1808,Tete Morente,es ESP,FWMF,FW,Lecce,it Serie A,28,1996,9.5,2,0,0,13,12,1,29,3,9,0
1809,Stefano Moreo,it ITA,FWMF,FW,Pisa,it Serie A,32,1993,25.6,2,0,0,22,20,5,28,21,11,0
1810,Mateu Morey,es ESP,DFMF,DF,Mallorca,es La Liga,25,2000,7.8,2,0,0,15,10,1,14,6,8,0
1811,Ilaix Moriba,gn GUI,MF,MF,Celta Vigo,es La Liga,22,2003,27.7,8,0,0,40,58,0,2,24,42,0
1812,Manu Morlanes,es ESP,MF,MF,Mallorca,es La Liga,26,1999,19.6,5,1,1,28,12,0,11,19,30,0
1813,Luca Moro,it ITA,FW,FW,Sassuolo,it Serie A,24,2001,2.3,1,0,0,7,9,2,0,2,4,0
1814,Nikola Moro,hr CRO,MF,MF,Bologna,it Serie A,27,1998,20,1,0,0,18,17,1,49,19,8,0
1815,Raúl Moro,es ESP,MF,MF,Osasuna,es La Liga,22,2002,6.9,0,0,0,2,6,5,28,1,0,0
1816,Tyler Morton,eng ENG,MF,MF,Lyon,fr Ligue 1,22,2002,28,6,1,0,29,19,0,83,24,29,0
1817,Mattia Mosconi,it ITA,FW,FW,Inter,it Serie A,18,2007,0.3,0,0,0,1,2,0,0,0,0,0
1818,Daren Mosengo,fr FRA,MF,MF,Le Havre,fr Ligue 1,18,2006,1.2,0,0,0,1,2,0,0,1,0,0
1819,Cristhian Mosquera,es ESP,DF,DF,Arsenal,eng Premier League,21,2004,11,4,0,0,17,7,1,3,8,21,0
1820,Daniel Mosquera,co COL,FW,FW,Hellas Verona,it Serie A,25,1999,6.6,1,0,0,22,6,3,2,2,2,0
1821,Yerson Mosquera,co COL,DF,DF,Wolves,eng Premier League,24,2001,23.7,12,0,0,34,44,1,18,25,36,2
1822,Edoardo Motta,it ITA,GK,GK,Lazio,it Serie A,20,2005,9,1,0,0,1,1,0,0,0,0,0
1823,Pierre Mounguengue,fr FRA,FW,FW,PSG,fr Ligue 1,17,2008,0.2,0,0,0,0,0,0,0,0,0,0
1824,Mason Mount,eng ENG,MF,MF,Manchester Utd,eng Premier League,26,1999,11.3,2,0,0,17,12,0,22,9,13,0
1825,Samir El Mourabet,ma MAR,MF,MF,Strasbourg,fr Ligue 1,19,2005,23.6,4,0,0,23,26,3,18,27,37,0
1826,Santiago Mouriño,uy URU,DF,DF,Villarreal,es La Liga,23,2002,26.4,11,1,1,54,36,1,6,29,64,0
1827,Louis Mouton,fr FRA,MF,MF,Angers,fr Ligue 1,23,2002,21,2,1,0,20,16,4,31,12,26,0
1828,Lionel Mpasi,cd COD,GK,GK,Le Havre,fr Ligue 1,30,1994,3.5,1,0,0,0,1,0,0,0,0,0
1829,Tarik Muharemovic,ba BIH,DF,DF,Sassuolo,it Serie A,22,2003,31.5,7,0,0,24,20,0,2,45,24,2
1830,Miro Muheim,ch SUI,MFDF,MF,Hamburger SV,de Bundesliga,27,1998,27.1,7,1,0,39,50,1,148,27,35,0
1831,Divine Mukasa,eng ENG,MF,MF,Manchester City,eng Premier League,17,2007,0.3,0,0,0,1,0,0,0,0,0,0
1832,Ngal'Ayel Mukau,cd COD,MF,MF,Lille,fr Ligue 1,20,2004,17,3,0,0,27,23,4,5,14,18,0
1833,Nordan Mukiele,fr FRA,MF,MF,Rennes,fr Ligue 1,19,2006,1.1,0,0,0,4,2,0,2,0,0,0
1834,Nordi Mukiele,fr FRA,DF,DF,Sunderland,eng Premier League,27,1997,30.9,5,0,0,35,26,3,85,37,45,1
1835,Abdul Mumin,gh GHA,DF,DF,Rayo Vallecano,es La Liga,27,1998,0.9,0,0,0,2,1,0,0,2,0,0
1836,Romaine Mundle,eng ENG,MF,MF,Sunderland,eng Premier League,22,2003,4.6,1,0,0,7,8,0,11,1,4,0
1837,Marshall Munetsi,zw ZIM,MF,MF,Paris FC,fr Ligue 1,29,1996,10.8,0,0,0,12,9,1,0,3,8,0
1838,Marshall Munetsi,zw ZIM,MFFW,MF,Wolves,eng Premier League,29,1996,9.7,2,0,0,19,10,4,14,5,13,0
1839,Rodrigo Muniz,br BRA,FW,FW,Fulham,eng Premier League,24,2001,11.1,2,0,0,21,18,5,2,2,3,1
1840,Believe Munongo,fr FRA,MF,MF,Metz,fr Ligue 1,15,2009,4.8,1,0,0,17,2,0,2,6,7,0
1841,Aihen Muñoz,es ESP,DF,DF,Real Sociedad,es La Liga,27,1997,9.4,1,0,0,7,3,0,24,5,18,0
1842,Daniel Muñoz,co COL,MF,MF,Crystal Palace,eng Premier League,29,1996,26.7,7,0,0,34,18,8,62,24,48,0
1843,Iker Muñoz,es ESP,MF,MF,Osasuna,es La Liga,22,2002,10.6,5,0,0,18,21,1,6,12,7,0
1844,Javier Muñoz,es ESP,MFFW,MF,Getafe,es La Liga,30,1995,6.1,0,0,0,9,2,0,11,6,5,0
1845,Víctor Muñoz,es ESP,MFFW,MF,Osasuna,es La Liga,22,2003,29.5,3,0,0,32,54,5,99,10,13,0
1846,Arijanet Muric,xk KVX,GK,GK,Sassuolo,it Serie A,26,1998,32,4,0,0,1,3,0,0,0,0,0
1847,Murillo,br BRA,DF,DF,Nottingham,eng Premier League,23,2002,23.7,5,0,0,23,7,0,2,29,23,2
1848,Vedat Muriqi,xk KVX,FW,FW,Mallorca,es La Liga,31,1994,34.8,4,1,0,42,64,15,6,3,3,0
1849,Alex Murphy,ie IRL,DF,DF,Newcastle,eng Premier League,21,2004,0.1,0,0,0,0,0,0,0,1,0,0
1850,Jacob Murphy,eng ENG,FWMF,FW,Newcastle,eng Premier League,30,1995,18,2,0,0,9,13,5,125,6,12,0
1851,Salim Musah,de GER,FW,FW,Werder Bremen,de Bundesliga,19,2006,2.2,0,0,0,4,3,1,1,2,1,0
1852,Yunus Musah,us USA,MF,MF,Atalanta,it Serie A,22,2002,6.4,1,0,0,7,16,2,10,5,5,0
1853,Yunus Musah,us USA,MF,MF,Milan,it Serie A,22,2002,1,0,0,0,2,2,1,1,0,1,0
1854,Jamal Musiala,de GER,MFFW,MF,Bayern Munich,de Bundesliga,22,2003,7.6,1,0,0,5,18,0,4,3,5,0
